                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.91758,                0.56334,                 1.0175,                0.85474,                0.82343,                 0.8536,                0.57979,                 1.0912,                0.67827,                  1.161,               0.004918,               0.004918,               0.004918
                    156,                0.91004,                0.55526,                 1.0137,                0.85345,                0.82309,                0.85321,                0.58084,                 1.0888,                0.67767,                 1.1619,               0.004885,               0.004885,               0.004885
                    157,                0.90615,                0.55324,                  1.011,                0.85457,                0.82305,                0.85359,                0.58135,                 1.0879,                0.67522,                 1.1623,               0.004852,               0.004852,               0.004852
                    158,                0.91172,                0.55614,                 1.0088,                0.85098,                0.82326,                0.85475,                0.58092,                 1.0876,                0.67708,                 1.1624,               0.004819,               0.004819,               0.004819
                    159,                0.90423,                0.55416,                 1.0068,                0.85539,                0.81974,                  0.854,                0.58073,                 1.0874,                0.68012,                 1.1641,               0.004786,               0.004786,               0.004786
                    160,                0.91729,                0.55278,                 1.0128,                0.85426,                0.81854,                0.85358,                0.58155,                 1.0859,                0.67951,                 1.1632,               0.004753,               0.004753,               0.004753
                    161,                 0.9128,                0.56271,                 1.0118,                0.85525,                0.81707,                 0.8522,                0.58138,                  1.083,                0.68035,                 1.1631,                0.00472,                0.00472,                0.00472
                    162,                0.90025,                0.55456,                 1.0071,                0.85725,                0.81879,                0.85263,                0.58214,                 1.0814,                0.67778,                 1.1635,               0.004687,               0.004687,               0.004687
                    163,                 0.8986,                 0.5456,                 1.0057,                0.85565,                0.82095,                0.85398,                 0.5829,                 1.0792,                 0.6766,                  1.162,               0.004654,               0.004654,               0.004654
                    164,                0.90752,                0.55109,                 1.0099,                0.85823,                0.81754,                0.85212,                 0.5839,                 1.0767,                 0.6762,                 1.1609,               0.004621,               0.004621,               0.004621
                    165,                0.89353,                0.54795,                 1.0033,                0.85603,                0.81945,                0.85245,                0.58349,                 1.0736,                 0.6759,                 1.1592,               0.004588,               0.004588,               0.004588
                    166,                0.90428,                0.55395,                 1.0075,                0.84708,                0.82646,                0.85229,                0.58415,                 1.0728,                0.67658,                 1.1588,               0.004555,               0.004555,               0.004555
                    167,                0.89382,                0.54293,                 1.0057,                0.85037,                0.82553,                0.85187,                0.58451,                 1.0722,                0.67665,                 1.1595,               0.004522,               0.004522,               0.004522
                    168,                0.90051,                0.54245,                 1.0062,                0.84575,                0.82875,                0.85227,                0.58451,                  1.072,                0.67532,                 1.1596,               0.004489,               0.004489,               0.004489
                    169,                0.87213,                 0.5378,                 1.0004,                0.84373,                0.83047,                 0.8508,                0.58417,                 1.0708,                0.67519,                  1.159,               0.004456,               0.004456,               0.004456
                    170,                0.89385,                0.53993,                 1.0027,                0.84412,                0.82948,                0.85109,                0.58437,                 1.0697,                0.67551,                 1.1584,               0.004423,               0.004423,               0.004423
                    171,                0.88147,                0.54436,                 1.0028,                0.84494,                0.82809,                0.85171,                0.58507,                 1.0699,                0.67265,                 1.1588,                0.00439,                0.00439,                0.00439
                    172,                0.88906,                0.53969,                 1.0031,                0.84299,                 0.8311,                 0.8527,                0.58613,                 1.0679,                0.67053,                 1.1584,               0.004357,               0.004357,               0.004357
                    173,                0.88428,                0.53697,                 1.0009,                0.84817,                0.82659,                0.85338,                0.58696,                 1.0678,                0.67033,                 1.1592,               0.004324,               0.004324,               0.004324
                    174,                0.88514,                0.54105,                 1.0002,                 0.8501,                0.82482,                0.85323,                0.58742,                 1.0681,                0.67032,                 1.1591,               0.004291,               0.004291,               0.004291
                    175,                0.87753,                0.52991,                0.99382,                0.84838,                0.82841,                0.85339,                0.58698,                 1.0679,                0.67023,                 1.1603,               0.004258,               0.004258,               0.004258
                    176,                0.88037,                0.53638,                0.99428,                0.84923,                0.82667,                0.85304,                0.58781,                 1.0665,                0.67101,                 1.1592,               0.004225,               0.004225,               0.004225
                    177,                0.88208,                0.53735,                0.99513,                0.85275,                0.82471,                0.85352,                0.58876,                  1.066,                0.66975,                 1.1596,               0.004192,               0.004192,               0.004192
                    178,                0.86836,                0.52243,                0.99426,                0.85282,                0.82629,                0.85371,                0.58876,                 1.0634,                0.66741,                 1.1583,               0.004159,               0.004159,               0.004159
                    179,                0.86448,                0.53064,                0.99195,                0.85093,                0.82873,                0.85342,                0.58859,                 1.0633,                0.66765,                 1.1577,               0.004126,               0.004126,               0.004126
                    180,                 0.8638,                0.52955,                0.99392,                0.84925,                0.82963,                0.85367,                0.58901,                 1.0644,                0.66988,                  1.158,               0.004093,               0.004093,               0.004093
                    181,                0.86678,                0.52509,                0.98715,                0.85454,                0.82584,                0.85312,                0.58924,                 1.0636,                0.66865,                  1.158,                0.00406,                0.00406,                0.00406
                    182,                0.86779,                0.52867,                0.99164,                0.85265,                 0.8295,                0.85389,                0.58925,                  1.063,                0.66696,                 1.1585,               0.004027,               0.004027,               0.004027
                    183,                0.86421,                0.52758,                0.99335,                0.85259,                0.82817,                 0.8528,                0.58953,                 1.0627,                0.66694,                 1.1585,               0.003994,               0.003994,               0.003994
                    184,                0.86006,                0.52344,                0.98953,                0.84982,                0.83021,                0.85373,                0.59023,                 1.0617,                0.66699,                 1.1583,               0.003961,               0.003961,               0.003961
                    185,                0.86032,                0.51866,                0.98826,                0.85247,                0.82686,                0.85389,                0.58991,                 1.0613,                0.66787,                 1.1587,               0.003928,               0.003928,               0.003928
                    186,                0.86387,                 0.5233,                0.99008,                0.85173,                0.82716,                0.85361,                0.58976,                 1.0611,                0.66864,                 1.1585,               0.003895,               0.003895,               0.003895
                    187,                0.85867,                0.52566,                0.98968,                0.85427,                0.82352,                0.85259,                0.59031,                 1.0612,                0.66985,                 1.1593,               0.003862,               0.003862,               0.003862
                    188,                0.85097,                0.52001,                0.98582,                0.85452,                0.82466,                0.85306,                 0.5902,                 1.0596,                0.67104,                  1.158,               0.003829,               0.003829,               0.003829
                    189,                0.85598,                0.52048,                 0.9849,                0.85387,                0.82475,                0.85256,                0.59042,                 1.0593,                0.67069,                 1.1583,               0.003796,               0.003796,               0.003796
                    190,                  0.847,                0.52065,                0.98739,                0.85444,                0.82446,                0.85271,                0.58988,                 1.0586,                0.67017,                 1.1574,               0.003763,               0.003763,               0.003763
                    191,                0.85486,                0.52869,                0.98777,                0.85525,                0.82208,                 0.8522,                0.58978,                 1.0584,                0.67009,                 1.1576,                0.00373,                0.00373,                0.00373
                    192,                0.84157,                0.51447,                0.98355,                0.85431,                0.82355,                0.85178,                0.58965,                 1.0576,                0.67041,                 1.1568,               0.003697,               0.003697,               0.003697
                    193,                0.84579,                0.51628,                0.98312,                0.85509,                0.82373,                0.85216,                0.58994,                 1.0568,                0.67022,                 1.1564,               0.003664,               0.003664,               0.003664
                    194,                0.84626,                0.51421,                0.98601,                 0.8556,                0.82306,                0.85213,                0.59004,                 1.0564,                0.67098,                 1.1567,               0.003631,               0.003631,               0.003631
                    195,                0.84329,                0.51318,                 0.9858,                0.85887,                0.82152,                 0.8528,                0.58993,                 1.0554,                0.67003,                 1.1562,               0.003598,               0.003598,               0.003598
                    196,                0.84412,                0.51437,                0.98138,                0.85651,                0.82196,                0.85225,                0.58974,                 1.0541,                0.66964,                 1.1561,               0.003565,               0.003565,               0.003565
                    197,                0.84067,                0.51439,                0.98077,                0.85671,                0.82345,                0.85301,                 0.5906,                 1.0536,                0.66959,                 1.1562,               0.003532,               0.003532,               0.003532
                    198,                 0.8418,                0.50883,                0.98078,                0.85825,                0.82257,                0.85324,                0.59032,                 1.0524,                0.66909,                 1.1566,               0.003499,               0.003499,               0.003499
                    199,                0.83802,                0.51248,                0.97913,                0.85847,                0.82253,                0.85254,                0.59054,                 1.0515,                0.66829,                 1.1571,               0.003466,               0.003466,               0.003466
                    200,                0.83361,                0.51081,                 0.9805,                 0.8609,                0.82128,                0.85287,                0.59108,                 1.0501,                0.66765,                 1.1563,               0.003433,               0.003433,               0.003433
                    201,                0.83274,                0.51189,                0.97866,                0.85706,                0.82374,                0.85227,                0.59132,                 1.0496,                  0.668,                 1.1559,                 0.0034,                 0.0034,                 0.0034
                    202,                0.83657,                0.50823,                0.98046,                0.85851,                0.82222,                0.85234,                0.59099,                 1.0486,                 0.6685,                 1.1558,               0.003367,               0.003367,               0.003367
                    203,                0.82956,                0.50105,                0.97287,                0.85612,                0.82295,                0.85207,                0.59136,                 1.0474,                0.66747,                 1.1555,               0.003334,               0.003334,               0.003334
                    204,                0.82347,                0.50108,                0.97757,                0.85567,                0.82343,                0.85172,                0.59149,                 1.0467,                0.66655,                 1.1556,               0.003301,               0.003301,               0.003301
                    205,                0.83427,                0.50579,                 0.9794,                0.85353,                0.82396,                0.85164,                0.59149,                 1.0464,                0.66699,                 1.1559,               0.003268,               0.003268,               0.003268
                    206,                0.82386,                0.50212,                0.97649,                0.85269,                0.82438,                0.85083,                0.59123,                 1.0461,                 0.6676,                 1.1566,               0.003235,               0.003235,               0.003235
                    207,                0.81765,                0.49608,                0.97177,                0.84877,                0.82863,                0.85125,                0.59148,                 1.0454,                0.66682,                 1.1566,               0.003202,               0.003202,               0.003202
                    208,                0.82221,                0.49652,                0.97293,                0.84662,                0.83022,                0.85152,                0.59174,                 1.0445,                 0.6666,                 1.1563,               0.003169,               0.003169,               0.003169
                    209,                 0.8205,                0.50149,                0.97587,                0.84694,                0.82825,                 0.8504,                0.59177,                 1.0441,                0.66688,                 1.1558,               0.003136,               0.003136,               0.003136
                    210,                 0.8178,                0.49752,                0.97464,                0.86039,                0.81459,                0.85019,                 0.5913,                 1.0439,                0.66742,                 1.1557,               0.003103,               0.003103,               0.003103
                    211,                0.82131,                0.49844,                0.97509,                0.86173,                 0.8138,                0.85018,                0.59137,                 1.0437,                 0.6676,                  1.156,                0.00307,                0.00307,                0.00307
                    212,                0.81325,                0.49082,                0.96811,                0.86163,                0.81337,                 0.8502,                0.59155,                 1.0428,                 0.6675,                 1.1553,               0.003037,               0.003037,               0.003037
                    213,                0.80453,                0.48829,                0.96655,                0.86203,                0.81373,                0.85018,                0.59186,                 1.0421,                0.66771,                 1.1551,               0.003004,               0.003004,               0.003004
                    214,                0.80668,                0.49133,                 0.9683,                0.86293,                0.81525,                0.85104,                0.59172,                 1.0408,                0.66823,                 1.1547,               0.002971,               0.002971,               0.002971
                    215,                0.81848,                0.49278,                0.96761,                0.86293,                0.81496,                0.85108,                0.59195,                   1.04,                0.66838,                 1.1541,               0.002938,               0.002938,               0.002938
                    216,                0.80548,                0.48997,                0.96587,                0.86324,                  0.815,                 0.8515,                0.59163,                 1.0388,                 0.6685,                 1.1532,               0.002905,               0.002905,               0.002905
                    217,                0.80681,                0.49484,                0.96661,                0.86414,                0.81471,                0.85141,                0.59198,                 1.0379,                0.66835,                 1.1527,               0.002872,               0.002872,               0.002872
                    218,                0.80925,                0.48914,                0.96922,                0.86369,                0.81503,                0.85105,                0.59195,                 1.0376,                0.66856,                 1.1527,               0.002839,               0.002839,               0.002839
                    219,                0.81575,                 0.4934,                0.96739,                0.86415,                0.81516,                0.85088,                0.59194,                 1.0378,                0.66887,                  1.153,               0.002806,               0.002806,               0.002806
                    220,                0.79376,                0.48262,                0.96406,                0.86435,                0.81494,                0.85091,                0.59239,                 1.0375,                 0.6692,                  1.153,               0.002773,               0.002773,               0.002773
                    221,                0.79777,                0.49056,                0.96437,                0.86295,                0.81727,                0.85086,                0.59277,                 1.0373,                 0.6688,                 1.1532,                0.00274,                0.00274,                0.00274
                    222,                0.79844,                  0.488,                0.96876,                0.86138,                 0.8193,                0.85076,                0.59267,                 1.0371,                0.66852,                 1.1531,               0.002707,               0.002707,               0.002707
                    223,                0.79801,                0.48945,                0.96396,                0.85989,                0.82129,                0.85093,                0.59285,                 1.0369,                0.66785,                 1.1532,               0.002674,               0.002674,               0.002674
                    224,                 0.7914,                0.48151,                0.96115,                0.85957,                0.82159,                0.85065,                0.59275,                 1.0366,                0.66888,                 1.1536,               0.002641,               0.002641,               0.002641
                    225,                0.79989,                 0.4896,                0.96321,                0.85946,                0.82096,                0.85038,                0.59277,                 1.0359,                0.66895,                 1.1533,               0.002608,               0.002608,               0.002608
                    226,                0.79228,                 0.4788,                 0.9671,                0.85769,                0.82212,                0.85063,                0.59323,                 1.0354,                0.66904,                 1.1533,               0.002575,               0.002575,               0.002575
                    227,                0.78542,                0.47896,                0.96291,                 0.8577,                0.82134,                0.85083,                 0.5934,                  1.035,                0.66966,                 1.1536,               0.002542,               0.002542,               0.002542
                    228,                0.77997,                0.46903,                0.95401,                 0.8583,                0.82103,                0.85046,                0.59299,                 1.0347,                0.66993,                 1.1536,               0.002509,               0.002509,               0.002509
                    229,                0.78172,                0.47745,                0.96101,                0.85695,                0.82162,                0.85019,                 0.5935,                 1.0338,                0.66951,                 1.1535,               0.002476,               0.002476,               0.002476
                    230,                0.77833,                0.47204,                0.95538,                0.85718,                0.82096,                0.85038,                 0.5933,                 1.0335,                0.66962,                 1.1537,               0.002443,               0.002443,               0.002443
                    231,                0.78224,                0.47868,                0.95747,                0.85696,                0.82156,                0.84997,                0.59359,                 1.0327,                0.66863,                 1.1535,                0.00241,                0.00241,                0.00241
                    232,                0.77748,                0.47523,                0.95822,                0.85812,                0.82204,                 0.8503,                0.59369,                 1.0325,                0.66837,                  1.154,               0.002377,               0.002377,               0.002377
                    233,                0.78449,                0.47519,                0.95986,                0.85707,                0.82243,                0.85039,                0.59379,                 1.0323,                0.66846,                 1.1542,               0.002344,               0.002344,               0.002344
                    234,                0.76723,                0.47178,                0.95568,                0.85791,                 0.8218,                0.85014,                0.59386,                 1.0312,                0.66806,                 1.1538,               0.002311,               0.002311,               0.002311
                    235,                 0.7781,                0.46867,                0.95891,                0.85843,                0.82119,                0.84994,                  0.594,                 1.0305,                0.66809,                 1.1536,               0.002278,               0.002278,               0.002278
                    236,                0.76859,                0.47298,                 0.9571,                0.85788,                0.82337,                0.84985,                0.59425,                 1.0308,                0.66947,                 1.1541,               0.002245,               0.002245,               0.002245
                    237,                0.76317,                0.47102,                0.95359,                0.85784,                0.82366,                0.85008,                0.59437,                 1.0305,                0.66989,                 1.1545,               0.002212,               0.002212,               0.002212
                    238,                0.77685,                0.47222,                0.95718,                0.85773,                0.82409,                0.85014,                0.59432,                 1.0304,                0.66966,                 1.1544,               0.002179,               0.002179,               0.002179
                    239,                0.77114,                0.46812,                0.95574,                0.85803,                0.82401,                 0.8501,                0.59456,                 1.0303,                 0.6703,                 1.1544,               0.002146,               0.002146,               0.002146
                    240,                0.77141,                0.46856,                0.95234,                0.85781,                0.82418,                0.85009,                0.59442,                 1.0298,                0.66994,                 1.1544,               0.002113,               0.002113,               0.002113
                    241,                 0.7687,                0.46316,                0.95097,                0.85763,                 0.8239,                0.84979,                0.59428,                 1.0297,                0.66996,                 1.1544,                0.00208,                0.00208,                0.00208
                    242,                0.76277,                0.46613,                 0.9556,                0.85742,                 0.8237,                0.84961,                0.59456,                 1.0292,                0.66995,                 1.1542,               0.002047,               0.002047,               0.002047
                    243,                0.75406,                0.46023,                0.94895,                0.85706,                0.82411,                0.84966,                0.59435,                 1.0288,                0.67035,                 1.1542,               0.002014,               0.002014,               0.002014
                    244,                0.76891,                0.46485,                0.95154,                 0.8575,                0.82409,                0.84987,                0.59455,                 1.0286,                0.67053,                 1.1546,               0.001981,               0.001981,               0.001981
                    245,                0.75847,                0.46379,                0.95076,                0.85713,                0.82437,                0.84956,                0.59445,                 1.0282,                0.67076,                 1.1546,               0.001948,               0.001948,               0.001948
                    246,                0.75616,                0.45565,                0.94876,                0.85675,                0.82515,                0.84963,                0.59465,                  1.028,                0.67069,                 1.1548,               0.001915,               0.001915,               0.001915
                    247,                0.75572,                0.46079,                0.94953,                 0.8564,                0.82553,                0.85026,                0.59481,                 1.0277,                 0.6704,                 1.1549,               0.001882,               0.001882,               0.001882
                    248,                0.75472,                 0.4564,                0.94817,                0.85554,                0.82561,                 0.8496,                0.59495,                 1.0274,                0.67039,                 1.1549,               0.001849,               0.001849,               0.001849
                    249,                0.75126,                0.45953,                 0.9474,                0.85654,                0.82484,                   0.85,                0.59512,                 1.0272,                0.67038,                 1.1551,               0.001816,               0.001816,               0.001816
                    250,                0.74888,                0.45831,                0.94639,                0.85618,                0.82533,                0.85042,                0.59561,                 1.0264,                0.67028,                 1.1549,               0.001783,               0.001783,               0.001783
                    251,                0.75138,                0.45827,                0.94745,                0.85595,                0.82583,                0.85037,                 0.5954,                 1.0263,                0.67037,                  1.155,                0.00175,                0.00175,                0.00175
                    252,                0.75546,                0.46304,                0.95351,                 0.8553,                0.82526,                0.85018,                 0.5954,                 1.0261,                 0.6712,                 1.1551,               0.001717,               0.001717,               0.001717
                    253,                0.74648,                0.45656,                0.94542,                0.85515,                0.82535,                0.85049,                0.59552,                 1.0251,                 0.6707,                 1.1535,               0.001684,               0.001684,               0.001684
                    254,                0.74921,                0.45741,                0.94731,                0.85452,                0.82639,                0.85019,                0.59571,                 1.0246,                0.67013,                 1.1533,               0.001651,               0.001651,               0.001651
                    255,                 0.7486,                0.45775,                0.94764,                0.85475,                0.82664,                0.85025,                0.59569,                 1.0245,                0.67019,                 1.1531,               0.001618,               0.001618,               0.001618
                    256,                0.74387,                0.45426,                0.94455,                0.85519,                0.82576,                0.85046,                0.59576,                 1.0245,                0.67007,                 1.1534,               0.001585,               0.001585,               0.001585
                    257,                0.73894,                0.45229,                0.94542,                 0.8533,                0.82762,                 0.8502,                0.59582,                 1.0246,                0.67076,                 1.1538,               0.001552,               0.001552,               0.001552
                    258,                0.74213,                0.45511,                0.94435,                0.85303,                0.82765,                 0.8503,                0.59585,                 1.0243,                 0.6703,                 1.1538,               0.001519,               0.001519,               0.001519
                    259,                0.73641,                0.44955,                0.94392,                0.85257,                0.82727,                0.85026,                0.59613,                 1.0241,                0.67036,                 1.1538,               0.001486,               0.001486,               0.001486
                    260,                0.73376,                0.44515,                0.93945,                0.85228,                0.82771,                0.85014,                  0.596,                 1.0237,                0.67003,                 1.1537,               0.001453,               0.001453,               0.001453
                    261,                0.72971,                0.44476,                0.93872,                0.85283,                0.82791,                 0.8502,                0.59615,                 1.0234,                0.67012,                 1.1538,                0.00142,                0.00142,                0.00142
                    262,                0.73068,                0.44684,                0.93892,                0.85349,                0.82829,                0.85017,                 0.5964,                 1.0235,                0.67045,                 1.1539,               0.001387,               0.001387,               0.001387
                    263,                0.73063,                0.44883,                0.93752,                0.85358,                0.82834,                0.85001,                0.59619,                 1.0233,                0.67036,                 1.1542,               0.001354,               0.001354,               0.001354
                    264,                0.72455,                0.44063,                0.93811,                0.85374,                0.82858,                0.85028,                0.59659,                 1.0228,                0.66992,                 1.1539,               0.001321,               0.001321,               0.001321
                    265,                0.73859,                0.44692,                0.94038,                0.85395,                0.82823,                0.85027,                0.59656,                 1.0225,                   0.67,                  1.154,               0.001288,               0.001288,               0.001288
                    266,                0.72301,                0.43869,                0.93503,                0.85362,                0.82784,                0.84991,                0.59662,                 1.0227,                0.66996,                 1.1542,               0.001255,               0.001255,               0.001255
                    267,                0.72463,                0.44163,                 0.9363,                0.85453,                0.82739,                0.84977,                0.59622,                 1.0223,                0.67025,                 1.1543,               0.001222,               0.001222,               0.001222
                    268,                 0.7285,                0.44657,                0.93922,                0.85529,                0.82777,                0.85007,                0.59647,                 1.0221,                0.66999,                 1.1545,               0.001189,               0.001189,               0.001189
                    269,                0.72159,                0.44268,                0.93794,                0.85398,                0.82768,                 0.8499,                0.59644,                 1.0219,                0.66999,                 1.1545,               0.001156,               0.001156,               0.001156
                    270,                0.72699,                0.44463,                0.93977,                0.85452,                0.82748,                0.84937,                0.59634,                 1.0216,                0.66946,                 1.1546,               0.001123,               0.001123,               0.001123
                    271,                0.72057,                0.44169,                0.93898,                0.85448,                0.82778,                0.84994,                0.59639,                 1.0214,                0.66927,                 1.1548,                0.00109,                0.00109,                0.00109
                    272,                 0.7163,                0.44135,                0.94061,                0.85485,                0.82737,                0.84983,                0.59652,                 1.0213,                0.66964,                 1.1549,               0.001057,               0.001057,               0.001057
                    273,                0.71556,                0.43723,                0.93611,                0.85428,                0.82763,                0.84976,                0.59676,                  1.021,                0.66946,                 1.1551,               0.001024,               0.001024,               0.001024
                    274,                0.71371,                0.43665,                0.93489,                0.85417,                0.82766,                0.84975,                0.59655,                  1.021,                0.66971,                 1.1552,               0.000991,               0.000991,               0.000991
                    275,                0.72058,                 0.4375,                0.93476,                0.85443,                 0.8277,                 0.8498,                0.59663,                 1.0207,                0.67013,                 1.1553,               0.000958,               0.000958,               0.000958
                    276,                0.70913,                0.43851,                0.93641,                0.85405,                 0.8275,                0.84967,                0.59689,                 1.0208,                0.66987,                 1.1555,               0.000925,               0.000925,               0.000925
                    277,                0.71439,                0.43905,                 0.9374,                0.85422,                0.82755,                 0.8496,                0.59687,                 1.0208,                0.67025,                 1.1559,               0.000892,               0.000892,               0.000892
                    278,                0.70293,                0.42591,                0.93113,                0.85425,                0.82751,                0.84952,                0.59685,                 1.0206,                0.67002,                 1.1559,               0.000859,               0.000859,               0.000859
                    279,                0.70457,                0.43238,                 0.9328,                0.85382,                0.82823,                0.84953,                0.59679,                 1.0209,                0.67028,                 1.1563,               0.000826,               0.000826,               0.000826
                    280,                0.70199,                0.42828,                0.92887,                0.85381,                0.82848,                0.84949,                0.59698,                 1.0205,                0.67025,                 1.1565,               0.000793,               0.000793,               0.000793
                    281,                0.70239,                0.43199,                0.93193,                0.85421,                0.82832,                0.84936,                0.59689,                 1.0205,                0.67004,                 1.1566,                0.00076,                0.00076,                0.00076
                    282,                0.70359,                0.43306,                0.93215,                 0.8535,                0.82901,                0.84956,                0.59695,                 1.0203,                 0.6705,                 1.1567,               0.000727,               0.000727,               0.000727
                    283,                0.70691,                 0.4341,                 0.9337,                0.85375,                0.82831,                 0.8495,                 0.5969,                 1.0201,                0.67101,                 1.1569,               0.000694,               0.000694,               0.000694
                    284,                0.70668,                0.43193,                 0.9333,                0.85318,                0.82862,                0.84939,                0.59712,                   1.02,                0.67108,                  1.157,               0.000661,               0.000661,               0.000661
                    285,                0.70209,                0.42816,                0.93003,                0.85321,                0.82924,                0.84966,                0.59718,                 1.0204,                0.67158,                 1.1576,               0.000628,               0.000628,               0.000628
                    286,                0.70025,                0.42969,                0.92954,                0.85298,                0.82979,                0.84961,                0.59715,                 1.0203,                0.67172,                 1.1578,               0.000595,               0.000595,               0.000595
                    287,                0.70278,                0.42752,                0.93152,                0.85258,                 0.8301,                0.84942,                0.59743,                 1.0199,                0.67213,                 1.1578,               0.000562,               0.000562,               0.000562
                    288,                0.69369,                0.42504,                0.92958,                0.85435,                 0.8285,                0.84955,                0.59766,                 1.0201,                 0.6723,                 1.1582,               0.000529,               0.000529,               0.000529
                    289,                0.69829,                0.42979,                0.93267,                0.85431,                 0.8286,                0.84957,                0.59773,                 1.0199,                0.67257,                 1.1583,               0.000496,               0.000496,               0.000496
                    290,                0.68921,                0.42151,                0.92599,                0.85543,                0.82793,                0.84956,                0.59767,                 1.0197,                0.67257,                 1.1585,               0.000463,               0.000463,               0.000463
                    291,                0.67111,                0.37888,                  0.904,                0.85571,                0.82775,                0.84931,                0.59748,                 1.0198,                0.67282,                 1.1587,                0.00043,                0.00043,                0.00043
                    292,                0.64958,                0.37021,                0.89858,                0.85536,                0.82753,                0.84932,                0.59754,                   1.02,                0.67363,                 1.1593,               0.000397,               0.000397,               0.000397
                    293,                0.64513,                0.37061,                0.89821,                0.85549,                0.82767,                0.84941,                 0.5976,                   1.02,                0.67369,                 1.1596,               0.000364,               0.000364,               0.000364
                    294,                0.63837,                0.36641,                0.89623,                0.85591,                0.82756,                0.84936,                0.59769,                   1.02,                0.67396,                 1.1599,               0.000331,               0.000331,               0.000331
                    295,                0.63332,                 0.3653,                0.89354,                0.85545,                0.82758,                0.84947,                0.59805,                   1.02,                0.67445,                 1.1603,               0.000298,               0.000298,               0.000298
                    296,                0.63579,                 0.3654,                0.89529,                0.85611,                0.82779,                0.84948,                0.59804,                 1.0199,                0.67506,                 1.1605,               0.000265,               0.000265,               0.000265
                    297,                0.62851,                0.36249,                0.89453,                0.85655,                0.82747,                0.84939,                0.59813,                 1.0196,                0.67482,                 1.1606,               0.000232,               0.000232,               0.000232
                    298,                0.63329,                0.36422,                0.89531,                0.85671,                0.82734,                0.84948,                0.59834,                 1.0195,                0.67525,                 1.1608,               0.000199,               0.000199,               0.000199
                    299,                  0.628,                0.36248,                0.89479,                0.85725,                0.82738,                0.84948,                0.59819,                 1.0197,                0.67566,                 1.1613,               0.000166,               0.000166,               0.000166
                    300,                0.62781,                0.36159,                0.89531,                0.85714,                0.82724,                0.84927,                0.59836,                 1.0193,                0.67589,                 1.1614,               0.000133,               0.000133,               0.000133
